AGREEMENTID,FORECLOSURE
11220263,0.8800616760943922
11220266,0.06575737097377166
11220271,0.05944039973144189
11220273,0.9044749799835353
11220278,0.8926478275241126
11220279,0.052023526940846804
11220280,0.8928535047018841
11220282,0.9158762229468731
11220285,0.07516338313668879
11220286,0.7949548985007466
11220287,0.909822910691078
11220288,0.9099308591565063
11220289,0.06308250539611292
11220290,0.8819057282706881
11220291,0.08192586235065802
11220292,0.8459138074176541
11220295,0.08352804669224664
11220296,0.06317238315230664
11220299,0.07199588790635095
11220300,0.8026223102527384
11220301,0.7523614613997953
11220304,0.05556549683086775
11220305,0.06323291930436108
11220309,0.9051543963820033
11220311,0.9311471217299069
11220312,0.9445588233055262
11220313,0.8719649820416497
11220314,0.9157211441349291
11220316,0.8815289294664782
11220319,0.06559661465035903
11220320,0.07943034800927906
11220323,0.9096007888689859
11220325,0.8686398790885113
11220327,0.0864302485192798
11220332,0.06044229544924526
11220335,0.8695567349636667
11220336,0.8955990282669907
11220337,0.06347128009211643
11220338,0.9267460677735044
11220339,0.6737663861793144
11220343,0.06429521948341817
11220344,0.06564310587121037
11220345,0.06095234768548809
11220347,0.8777648474750677
11220350,0.8258581812969594
11220352,0.06551444381679752
11220353,0.8194494659169831
11220359,0.06288565118900381
11220360,0.8294630050157559
11220364,0.06144261482068467
11220366,0.8484129214266652
11220373,0.8545956359294651
11220377,0.9172579893668257
11220378,0.05345924419308625
11220379,0.0613402788589282
11220380,0.8824316386211332
11220388,0.8128727511036672
11220391,0.6930202000692331
11220394,0.05518217353270596
11220396,0.8141555183488773
11220400,0.6952895230785436
11220402,0.8957456300149564
11220406,0.05979365772348449
11220411,0.866682876522413
11220414,0.05651835306411651
11220415,0.8502225087278261
11220422,0.8954290671407749
11220425,0.07618563569882825
11220427,0.910018491438939
11220434,0.8393642417423285
11220435,0.9260511788069309
11220439,0.8211643366121152
11220441,0.06991166307526035
11220445,0.8766036118084538
11220451,0.8925147065135245
11220453,0.881915596299207
11220456,0.9020105497074921
11220457,0.9083508381942799
11220460,0.8986503191910876
11220461,0.8151743932383941
11220462,0.05663932087330119
11220464,0.9099130978746478
11220465,0.05717558379876929
11220467,0.9211382587403332
11220470,0.055874613167255845
11220472,0.05621157765062803
11220476,0.9092514743483863
11220477,0.8798483725719661
11220480,0.5289165816286434
11220482,0.08380245182745065
11220484,0.9217547441826475
11220488,0.8880471470863416
11220490,0.8584035959582793
11220492,0.7979668457315319
11220493,0.062120309405983024
11220495,0.06276769974115494
11220509,0.860341965728627
11220510,0.7065073316286067
11220512,0.5284295049649571
11220516,0.05838275530208326
11220518,0.7825620502323225
11220521,0.07218803123969941
11220526,0.03466690024434229
11220527,0.7863040846928792
11220528,0.06595405507412455
11220529,0.06449971701018897
11220530,0.913518775057022
11220531,0.050978721740312725
11220533,0.06111227759588661
11220536,0.8986453073310382
11220541,0.05141478687578251
11220542,0.7620742587292976
11220543,0.04231792827142305
11220544,0.8641386888796417
11220546,0.04773808624593425
11220550,0.08551718289627934
11220551,0.8802841843319859
11220555,0.8934600467272672
11220556,0.8447993463876508
11220557,0.0604981586499953
11220559,0.8358638497864448
11220561,0.8147643847411536
11220562,0.8935593764010443
11220565,0.8222231571987731
11220566,0.9156268159450943
11220569,0.9456261827121629
11220573,0.7421242065317794
11220575,0.9023205546795757
11220578,0.913276531533887
11220582,0.05389360794945632
11220584,0.90370101767368
11220586,0.873770537654547
11220589,0.049252794668260894
11220591,0.6440115424234599
11220596,0.8718081451233868
11220602,0.07817585054394942
11220604,0.7542162210506043
11220607,0.06143544811023094
11220608,0.8386500551468774
11220610,0.06156302049398935
11220613,0.03904898844561229
11220614,0.8777100601462893
11220616,0.036229730617760324
11220617,0.038876821265859195
11220618,0.9019794939324097
11220621,0.06452400991985466
11220623,0.059830091204249494
11220626,0.04362327114510578
11220628,0.6474488198940455
11220629,0.9008615315106646
11220630,0.8462479737768464
11220632,0.9234125493680118
11220633,0.05718469596035544
11220634,0.8612531002016965
11220636,0.09672526126844683
11220639,0.06354210133650469
11220641,0.5441651199078785
11220644,0.04843116127753491
11220647,0.8833486737278899
11220648,0.07022675342263542
11220653,0.05385263690761469
11220656,0.9150439035458664
11220658,0.9005331046227524
11220662,0.7415899811235892
11220664,0.8490446985171668
11220668,0.9111113207350829
11220677,0.03055970754656426
11220678,0.05944530204752731
11220680,0.06162723203888469
11220683,0.8239153962682985
11220686,0.8293801594504235
11220687,0.06036326122458775
11220688,0.05161342298023926
11220689,0.8786444867360121
11220695,0.48556453248182874
11220698,0.8101560893240115
11220700,0.844504620874674
11220707,0.04828500154648667
11220708,0.9001953024708875
11220714,0.9104693507072815
11220715,0.05972776503770493
11220718,0.8998837419318856
11220721,0.9069406084521682
11220727,0.8170453480601226
11220728,0.8562771159261697
11220730,0.05679171317795988
11220734,0.9538925184326449
11220741,0.8931502591575771
11220746,0.04311841579688919
11220750,0.7565413016358226
11220751,0.6388579461120204
11220752,0.6112110878305952
11220753,0.7337294749361333
11220755,0.6465811333814319
11220756,0.7901653587349556
11220757,0.056274795728715764
11220758,0.7599594771583681
11220759,0.04914196564948945
11220762,0.9051924862773805
11220766,0.8903036250293596
11220767,0.9118061482220485
11220768,0.9078035337203453
11220774,0.7773427927776078
11220778,0.04594498691505747
11220779,0.06026459454585818
11220780,0.9203522536207188
11220781,0.8891884569869962
11220784,0.876442931130852
11220786,0.05982671477592921
11220787,0.7554723201191984
11220789,0.8432947891602045
11220791,0.8972068263363652
11220792,0.9219906747425387
11220795,0.05040425930171173
11220796,0.05318846228425926
11220799,0.9001472323893664
11220804,0.8961125206782563
11220807,0.8235312267532571
11220808,0.06848002937598142
11220809,0.8972737610962207
11220810,0.5093070555125953
11220812,0.09532093010631454
11220813,0.9151786773645598
11220814,0.8934169501551282
11220816,0.9130982087238193
11220818,0.060256653811363685
11220820,0.06100948986994837
11220821,0.7900318252813928
11220823,0.06888552638086809
11220832,0.03792056810200092
11220833,0.9173338706322739
11220841,0.037851034695283316
11220842,0.6813792693291203
11220843,0.7540527388420611
11220845,0.04710215108579873
11220849,0.6652743268591901
11220851,0.062142185070087015
11220852,0.5716570285755211
11220853,0.05825080039879949
11220856,0.6953522418340519
11220859,0.4907585696320026
11220861,0.6486145785152388
11220865,0.91546293523875
11220866,0.05956175195132914
11220867,0.8971214940921388
11220868,0.8855336464199378
11220872,0.07945948620614396
11220876,0.9493634591563003
11220877,0.913192304230433
11220880,0.05119425498803596
11220882,0.03393831766372412
11220886,0.060673287047803365
11220888,0.07237233177464727
11220889,0.05602066095176607
11220890,0.05585614382471971
11220892,0.8079996677494181
11220893,0.06430715936012968
11220895,0.06064113401246632
11220902,0.06012423775526915
11220904,0.055095487605484876
11220908,0.035805506099839846
11220912,0.053503903019020665
11220913,0.03742860313543448
11220920,0.05823384637655306
11220921,0.06634894524687783
11220924,0.06415508385645273
11220928,0.051428900438510464
11220930,0.040610771232563465
11220931,0.03858127760751549
11220934,0.8963975726272008
11220936,0.04938896123647432
11220937,0.8455991079445575
11220938,0.07568058739763449
11220940,0.9026446075067676
11220941,0.0746789734587543
11220942,0.06208055435886561
11220943,0.774122368682985
11220947,0.5427380956246041
11220950,0.07705015811354411
11220957,0.9038417344917407
11220958,0.07451763751114933
11220960,0.06024637084572561
11220961,0.647803464840038
11220974,0.04641834717639289
11220975,0.6286489796704803
11220977,0.5563428994950653
11220981,0.04517958649407281
11220982,0.05193837944457008
11220986,0.5693851092476452
11220987,0.027315503151844625
11220989,0.8881685381319248
11220990,0.7728451633185425
11220992,0.009830109470040966
11220995,0.9127797533585543
11220996,0.03295811514215694
11220997,0.8838156323891357
11221000,0.8485034255830645
11221004,0.8145287957958055
11221005,0.05556097570161588
11221006,0.05474119856005613
11221007,0.0498509687259033
11221008,0.7805323854160965
11221009,0.04961141623156236
11221014,0.033425303928023745
11221023,0.8962616928248436
11221026,0.05945068296073692
11221027,0.06169709748979677
11221031,0.058968862234292
11221034,0.055943210894579605
11221035,0.06260493622784961
11221041,0.037963542049860174
11221042,0.057476260188261255
11221044,0.0599238616058724
11221047,0.056048582629837924
11221048,0.09254466625059825
11221050,0.05988745156120561
11221061,0.8951328589909314
11221064,0.062387103085389035
11221065,0.033509327580619794
11221067,0.03065721558421033
11221068,0.2798699644126724
11221070,0.0710810653577506
11221074,0.07889098571511112
11221076,0.06305976549816296
11221077,0.04150393939396466
11221081,0.6568362813144868
11221093,0.06646673349995832
11221096,0.06093378984813698
11221099,0.9242052890174285
11221101,0.7200777286548353
11221102,0.06099177072808298
11221103,0.05022158977381865
11221104,0.9156315946089628
11221106,0.0657910273116186
11221107,0.8740088443599505
11221112,0.03420408909844509
11221114,0.008877675508658955
11221117,0.06193644518476791
11221118,0.8395478609432111
11221119,0.06380770717837482
11221120,0.0319756722766217
11221122,0.8758957041400833
11221123,0.04616476245266942
11221124,0.06180080537524009
11221128,0.07991828457885723
11221134,0.04814136392113174
11221138,0.07300755656561136
11221142,0.8892842828109235
11221143,0.0392246088984196
11221144,0.022849087116336157
11221145,0.9242727661913992
11221155,0.029309588040983676
11221157,0.8686233154356534
11221161,0.0467321302614331
11221164,0.8917113247359504
11221165,0.05539474909097231
11221166,0.052738230064476005
11221170,0.05742645010958554
11221173,0.03796238095232767
11221174,0.8972921724481955
11221176,0.06039966498671414
11221180,0.04712934350160298
11221184,0.6181943033546582
11221185,0.0281466530751409
11221191,0.08098395708524964
11221195,0.0144980475502834
11221197,0.056619323574306726
11221199,0.750002942208739
11221205,0.03453329140210486
11221206,0.061764370103526034
11221212,0.045462162164768026
11221214,0.046037150243989355
11221215,0.054062503883284437
11221218,0.03672013869379245
11221220,0.038758566967017405
11221221,0.5938808861554327
11221224,0.06188351304684116
11221230,0.03376694137843163
11221232,0.037281560951014044
11221236,0.04337141504952032
11221237,0.9064144101686135
11221239,0.06118783502494539
11221241,0.04287009646172428
11221242,0.06522978894815024
11221251,0.8777597222990314
11221254,0.0679888853101268
11221257,0.0385067930689034
11221262,0.9127333830109156
11221266,0.06560267577751572
11221269,0.08784354792348747
11221272,0.8687123480992169
11221273,0.04507281951133309
11221274,0.8799127162721246
11221275,0.03775346602198044
11221278,0.038245943638610815
11221281,0.03127596748655114
11221282,0.8451639140097547
11221284,0.07388730556003725
11221286,0.04972014830605746
11221287,0.9127326347602691
11221288,0.8775335950413832
11221293,0.04244535704683814
11221294,0.033577024768953335
11221295,0.07157189130916715
11221299,0.05273007369729003
11221301,0.10664996907260013
11221302,0.041741570525542206
11221303,0.032100765042531045
11221304,0.040581136677805954
11221308,0.5708360838290454
11221312,0.04618834134697377
11221316,0.03608505133509696
11221319,0.0414541320631151
11221321,0.06097844896460876
11221322,0.060357397456305625
11221325,0.031687385032389236
11221326,0.055178141455369076
11221330,0.06605755268146524
11221336,0.049439835617645686
11221339,0.06394297250396754
11221341,0.06137321599305355
11221346,0.021600168006111652
11221351,0.0679087307776684
11221352,0.04128550824700069
11221358,0.8986358846534366
11221361,0.07490168818280198
11221362,0.8917273094296124
11221363,0.033704424944244346
11221366,0.05996456401662962
11221368,0.02738856534446932
11221370,0.9136923675922609
11221372,0.03888818573248375
11221373,0.8815131575279763
11221376,0.9134748519031949
11221377,0.9086431171137087
11221384,0.2585330156519877
11221385,0.04155182990782038
11221386,0.04481027966968207
11221388,0.06544224894521954
11221389,0.47467910225593674
11221396,0.046131248540092026
11221399,0.16669469406724854
11221405,0.9071149258939335
11221407,0.041664895305547046
11221408,0.05906469020837874
11221409,0.059875694988587615
11221410,0.8812299375187669
11221411,0.06051885910002916
11221414,0.042717124004921156
11221415,0.039979627847502926
11221418,0.04029050454304304
11221420,0.027399147808030093
11221423,0.09008442755962626
11221424,0.608835317966521
11221426,0.0570910259470577
11221427,0.057181978887269044
11221429,0.053055775808311105
11221433,0.07535929950057783
11221437,0.009692086788810469
11221440,0.05872077042426564
11221442,0.028121165918204422
11221451,0.03444722746780379
11221452,0.03209938418302142
11221453,0.022868686487926743
11221456,0.06143356510422597
11221462,0.0502651031372743
11221467,0.054329901498329766
11221469,0.07029411268453828
11221470,0.0561352278016483
11221472,0.0572482066345958
11221473,0.8468754942118266
11221479,0.7292832351741503
11221481,0.034443484290712666
11221485,0.04199242514414084
11221486,0.03572261383606451
11221487,0.09391634823225342
11221489,0.04312971936131588
11221492,0.03439424017094477
11221493,0.7197908823556097
11221496,0.8628323748516882
11221498,0.09539580771649489
11221499,0.05660145709505984
11221504,0.06514956433611975
11221505,0.05328960449894977
11221507,0.05202429762216788
11221517,0.07377779666081602
11221528,0.06466766924793149
11221530,0.6460451175914366
11221537,0.020898113816524566
11221539,0.039697596389215314
11221541,0.017552440369976795
11221542,0.03212766980004117
11221547,0.04706454833955687
11221551,0.05409452502079211
11221552,0.08016855389600153
11221555,0.14208209378294193
11221556,0.18336262805526468
11221558,0.17827145371516268
11221559,0.8849765924932375
11221561,0.03622462537978651
11221564,0.8385273274011847
11221565,0.036365101997098775
11221568,0.0166131802956882
11221573,0.046538214230637885
11221574,0.05364965745887541
11221575,0.20439119978759718
11221576,0.025492531885765328
11221577,0.029250074913916745
11221578,0.8727911885350736
11221579,0.06515354154031912
11221580,0.07299647970072219
11221582,0.08916421674471298
11221585,0.36522815953366666
11221588,0.03515065364699273
11221589,0.6795151545891582
11221591,0.03297795385967717
11221592,0.10125842226759146
11221593,0.03713551207827474
11221595,0.03236132098353135
11221598,0.8491089656123033
11221599,0.07986116128219241
11221600,0.9014206686640273
11221603,0.03459845001649176
11221604,0.21623431329613785
11221605,0.2266147310195882
11221606,0.063645228401152
11221607,0.9025439371577583
11221613,0.8986026309920925
11221616,0.8576137510830802
11221617,0.0333696836946481
11221621,0.5933110298994834
11221624,0.41629008324928335
11221627,0.8441586920523749
11221628,0.045649108246233194
11221630,0.3858072520381999
11221637,0.8819749902775498
11221640,0.9077461208814672
11221643,0.8860750810679362
11221645,0.8575769787298831
11221655,0.05985522378416076
11221660,0.03479614940568277
11221664,0.518804403959173
11221665,0.9108122515904853
11221666,0.864779607831879
11221671,0.8826029703826515
11221672,0.02702562045991803
11221673,0.06086429242266711
11221680,0.8858175490351627
11221683,0.02507314091593601
11221684,0.03711750219039148
11221692,0.04838690388059767
11221693,0.8974406150803187
11221694,0.12511414298212487
11221696,0.8694232530230994
11221697,0.019260355619943863
11221698,0.8784580948113012
11221700,0.7249570712310717
11221701,0.8775681226589979
11221712,0.31256876675428075
11221717,0.054131875952786
11221718,0.8930830133316211
11221723,0.9077202727457168
11221724,0.07099324453175532
11221730,0.018391586036701213
11221731,0.8880152795756153
11221734,0.8076730631445722
11221735,0.06252801013504533
11221736,0.9243453214191582
11221738,0.8830653431081736
11221744,0.5180802130125273
11221745,0.039989642932612944
11221746,0.8376860037911376
11221748,0.07161082062977371
11221749,0.9347978341690423
11221752,0.9176644802504424
11221758,0.2699736192412082
11221759,0.4055249322723957
11221760,0.918632406027481
11221762,0.9242840825796207
11221764,0.028442144339542598
11221767,0.8850360773111935
11221768,0.027805232937745332
11221776,0.8557176022151184
11221777,0.5966342210941559
11221778,0.029383209591635175
11221779,0.033255746552633775
11221781,0.8833697275009905
11221782,0.9323034993227216
11221783,0.8942567532534665
11221786,0.8468552665161201
11221787,0.03996450544400952
11221788,0.02738405131286132
11221793,0.021728940873763442
11221794,0.03517797364756662
11221795,0.9058021309099388
11221796,0.022421007177167367
11221797,0.4829632348178823
11221804,0.8806179924835646
11221806,0.6545579015067416
11221808,0.8744493393586795
11221818,0.03225850829640611
11221821,0.03966940949164053
11221823,0.8917182844983313
11221824,0.19694724618790452
11221825,0.02703759270892315
11221826,0.18763283111152812
11221828,0.3954430904680461
11221829,0.02289154651390886
11221834,0.8634865646787775
11221835,0.030553239798947095
11221836,0.028876182210041155
11221837,0.06833348659138562
11221838,0.8630873066181125
11221844,0.2657731614370919
11221846,0.5450559227316769
11221849,0.8875968600732236
11221850,0.20574715064954652
11221855,0.3604360452864388
11221857,0.9007292016446103
11221858,0.9068142012203773
11221860,0.8939655890177717
11221863,0.8411055777104683
11221865,0.014577414761260418
11221867,0.047780838794344194
11221870,0.8992316469600338
11221871,0.8722785605249347
11221873,0.022217171447350942
11221874,0.044696018929704505
11221875,0.04237126963021181
11221877,0.2405173265010646
11221880,0.0664901273502187
11221882,0.8986943158783466
11221884,0.015499699763262875
11221888,0.9413830060229561
11221894,0.8471354469165687
11221897,0.046271165406925545
11221901,0.2066511342476621
11221903,0.03189011406977989
11221906,0.8996399600885921
11221909,0.033184258789582595
11221911,0.1781044713923011
11221913,0.7678270712703289
11221915,0.06888584524941868
11221917,0.643937887031294
11221918,0.04847384496660862
11221922,0.8174398911621503
11221925,0.041527495704651966
11221926,0.5373918748924386
11221931,0.4781774286190764
11221933,0.5639750499918503
11221937,0.050558999983596205
11221938,0.8553875189945422
11221942,0.0341277523108509
11221946,0.2856287160551754
11221947,0.02838496174733257
11221951,0.02043252512807594
11221953,0.06269879439184786
11221954,0.03225129782863762
11221955,0.4200954773357963
11221958,0.018710717637370276
11221960,0.7419643079027957
11221963,0.13559842165776925
11221964,0.06948717764822641
11221966,0.03089790420939398
11221967,0.16002938137134243
11221968,0.839437116943187
11221969,0.025486249766363146
11221970,0.8761592458293246
11221971,0.02039748376598669
11221973,0.7103028898174693
11221974,0.7613445554897599
11221976,0.5
11221977,0.6021273815675746
11221981,0.028453962331299834
11221983,0.48266525956219575
11221984,0.08105949564067955
11221989,0.17287735043284527
11221992,0.0330211448078271
11221993,0.07886941358008982
11221994,0.02745713414084273
11221995,0.025667162856704777
11221996,0.026391311009765047
11222002,0.04280796278960215
11222012,0.019418991515217785
11222014,0.04162116353513012
11222017,0.05364308495670461
11222019,0.8884169923472571
11222023,0.8780028440700475
11222026,0.019403910727659908
11222031,0.8210417423981123
11222033,0.3956870119351467
11222034,0.02398494189547111
11222037,0.8190494415654946
11222038,0.01282662250907282
11222041,0.0324409371110228
11222042,0.6347471146137004
11222044,0.5148176889911265
11222045,0.8699316182931067
11222047,0.44191710496011505
11222048,0.015616336023443426
11222049,0.8430981445391724
11222051,0.022319336071956387
11222054,0.8026920265471517
11222057,0.7534679023752746
11222058,0.7952483524293696
11222064,0.038834988863972804
11222067,0.7557277427969097
11222070,0.9051536131828359
11222071,0.9125768323722089
11222075,0.05723737664152458
11222078,0.6051819355885395
11222083,0.07677791247192463
11222085,0.026110566762753615
11222094,0.902152963925114
11222095,0.019935164563237392
11222097,0.5630351938257699
11222099,0.01785931854266542
11222102,0.06732753717361778
11222103,0.8288632688686959
11222111,0.7962997106820634
11222113,0.805159260579085
11222114,0.9071772272326085
11222119,0.017008677573174973
11222120,0.753581768705437
11222121,0.16785483940344406
11222122,0.05320498966580429
11222127,0.751326165319263
11222133,0.021739303372099297
11222139,0.45136341842088545
11222142,0.02894293152076624
11222144,0.05816707783557145
11222145,0.7874835247108476
11222148,0.1213505809026098
11222149,0.16410333568447338
11222154,0.9012832939512716
11222161,0.04039271137387324
11222166,0.04204887470598488
11222169,0.0620586484357313
11222172,0.9314054820615164
11222173,0.43367007531458646
11222180,0.9037274983864161
11222181,0.586317775700557
11222182,0.9010814898603345
11222188,0.025864353172823044
11222189,0.020796240404031042
11222191,0.8737902013568126
11222192,0.0333434136306489
11222194,0.8074122887026592
11222197,0.8997189979005451
11222199,0.021706746542519792
11222200,0.8576645488092315
11222202,0.8966797178168289
11222203,0.3230283372439016
11222206,0.4501056355507243
11222208,0.016215058199552393
11222213,0.8881408833783601
11222215,0.018522812679706797
11222216,0.5492982545114539
11222220,0.0117821474131077
11222221,0.9312174592302499
11222223,0.5208538012165679
11222224,0.5837122121866416
11222225,0.8384594855529756
11222227,0.2091267245783185
11222230,0.02363049579800284
11222233,0.5832150474029388
11222237,0.01927255941567134
11222239,0.9145277851774287
11222240,0.019948293346188264
11222242,0.10548573516809305
11222243,0.17882569469531223
11222245,0.05404360464233017
11222250,0.03589719284868241
11222252,0.3551429215970023
11222255,0.022003081893729952
11222258,0.7377518735954489
11222262,0.14010587091874666
11222268,0.7959820910656308
11222269,0.9033673924107353
11222276,0.895686924667169
11222277,0.8934805543409187
11222278,0.023197308867622165
11222279,0.024852807581665675
11222280,0.8794451458735661
11222282,0.15178944409041464
11222284,0.07091473425640064
11222285,0.019913974297021894
11222289,0.4705457667997911
11222292,0.1640054594279725
11222294,0.7369751627204351
11222296,0.6468455138492052
11222297,0.921870774421109
11222302,0.8861177490577012
11222307,0.2384304961706426
11222308,0.17791520951917233
11222309,0.8252052412679692
11222311,0.8961751762956223
11222312,0.02337692775625257
11222314,0.016922292241233712
11222317,0.01956588015764049
11222319,0.12924117574167293
11222322,0.4613116239568288
11222324,0.1301223781138538
11222325,0.10438000013969054
11222326,0.8714762775598159
11222327,0.0580456296522902
11222328,0.7424990242941049
11222333,0.15016160462782502
11222335,0.14519287940915368
11222336,0.7609723774800213
11222337,0.019089602847073058
11222339,0.5
11222342,0.4348540724056505
11222347,0.32036801814233434
11222348,0.01834835995215819
11222349,0.20162699500398149
11222352,0.913232791850935
11222353,0.8972973427954672
11222354,0.8795539101012415
11222356,0.5185154627312337
11222358,0.35051606882146513
11222359,0.07336916340258581
11222361,0.015498449044396609
11222362,0.02481964041960004
11222364,0.04154785253393688
11222366,0.020784405005577877
11222367,0.0474143062821975
11222368,0.5355505604043806
11222369,0.9008465231242796
11222371,0.02534075227400849
11222374,0.14468815542280203
11222375,0.8626436741848366
11222376,0.23832615735373572
11222377,0.0393956574441067
11222379,0.4837133463088149
11222381,0.023045945147091358
11222384,0.1511798459602841
11222385,0.8860142315039298
11222386,0.8628493744237885
11222387,0.2117433183612644
11222395,0.5307494762519493
11222396,0.022277145447404376
11222398,0.8782927265975708
11222400,0.8559662437189745
11222401,0.011730290245422714
11222402,0.5634317642702831
11222406,0.9481170629794374
11222412,0.08968341022400769
11222425,0.15864184328779163
11222426,0.34296874083744205
11222427,0.44010288401379694
11222428,0.7744077215410289
11222429,0.3630262587188836
11222435,0.018792953635328603
11222436,0.776436836868724
11222438,0.0687452956825216
11222439,0.890388294715564
11222440,0.8811132351455822
11222442,0.4648856794030326
11222443,0.1370513282060034
11222444,0.39613858331892926
11222445,0.18428227034922373
11222446,0.015823097239314254
11222449,0.8551916689370584
11222450,0.10746770879164769
11222456,0.9017261581867958
11222457,0.9407903057997694
11222461,0.8904391524036724
11222463,0.8817112583696678
11222465,0.40533592018129655
11222468,0.008148731798788725
11222469,0.9033467484896699
11222472,0.044757131646391356
11222474,0.017155585765469165
11222475,0.42295382965843403
11222476,0.23875868932875255
11222478,0.8613624752029224
11222484,0.852160718496116
11222485,0.8825080150931592
11222490,0.17242573303869857
11222498,0.5592425604764972
11222502,0.49463361373569464
11222503,0.5942037438296992
11222504,0.8445918910390834
11222506,0.02207339859551834
11222507,0.47031924510624395
11222510,0.021371301060315175
11222513,0.48207458616357735
11222517,0.11615734988197017
11222519,0.45541388757577156
11222520,0.11206878467066216
11222523,0.3318663735639995
11222524,0.40268297867734465
11222525,0.5168083896568169
11222526,0.06978152914515873
11222527,0.4907942810356723
11222529,0.1578907658376834
11222530,0.0210145175594229
11222531,0.41823161574552203
11222532,0.473356846961454
11222539,0.7641974521205085
11222540,0.020433455537797077
11222545,0.07329601321734852
11222550,0.11776941941766485
11222553,0.020638666577592016
11222559,0.04572855941872959
11222560,0.026003034043521323
11222564,0.018738199333289022
11222566,0.9209531955478178
11222567,0.02159762224234682
11222568,0.1350407901673306
11222571,0.041684745127940556
11222572,0.5577702281303405
11222573,0.02245479654398672
11222574,0.019309795074121203
11222575,0.016872653089933264
11222576,0.019944110509241168
11222577,0.01844616390520497
11222586,0.014172328972701919
11222593,0.39597882581209887
11222594,0.8851923470625072
11222597,0.3693825945519016
11222598,0.01871681991854775
11222601,0.012447719867375862
11222604,0.013103096972101673
11222607,0.7719978716273027
11222608,0.3292087153584393
11222613,0.5338148660716192
11222614,0.36582693710597963
11222615,0.7438268389859227
11222623,0.1512006355386643
11222624,0.02130661092367856
11222625,0.43009282537402227
11222626,0.46870986180645624
11222628,0.030103886131114126
11222630,0.2710954331630466
11222631,0.019336830925019328
11222632,0.019913991297738295
11222634,0.03645845445112838
11222635,0.01970851969472255
11222638,0.016142438368359484
11222640,0.17262390612278242
11222643,0.8638257442930946
11222645,0.01862607283502889
11222654,0.4735521344616491
11222655,0.5269713885558415
11222656,0.12715856936126194
11222657,0.2088733700470236
11222659,0.36002004184799197
11222661,0.1519337958274991
11222662,0.018254035670834744
11222664,0.24931663236951374
11222666,0.5380990717814544
11222669,0.01992826976896146
11222670,0.2903633199428761
11222671,0.864572044230292
11222672,0.01228611982137456
11222673,0.01660022823403006
11222680,0.43773332777862906
11222684,0.014807639577748433
11222686,0.016170450097454592
11222689,0.5
11222695,0.8247180828518249
11222703,0.26805619690804194
11222705,0.10923277564280087
11222709,0.19497144464652952
11222710,0.017019434730661177
11222713,0.49180502380345426
11222715,0.23149576829692928
11222717,0.31332151288383375
11222721,0.21685530653751073
11222722,0.29002833040213905
11222723,0.15179143450212365
